Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Image
84,251.801664,-1.951960,251.801667,-1.951957,261,43,260.936,43.055,1,+3311.35,1.0000,+79.9500,D.N.,-8.8000,+0.0262,0,B,13.377919,11.222126,15.584622,12.210535,17.209958,0.000000,7.308194,5.584386,5,5,5,0,8,15,79.04,0,497,4.11,C:\Users\lrf44\Desktop\M12_B.fits
85,251.781201,-1.952016,251.781185,-1.951978,630,42,630.296,42.691,1,+1293.76,1.0000,+52.9486,D.N.,-7.7796,+0.0444,0,B,9.932711,9.376434,11.684786,8.093376,13.054750,0.000000,5.827551,3.910996,5,5,5,0,8,15,79.04,0,499,4.29,C:\Users\lrf44\Desktop\M12_B.fits
86,251.806377,-1.951794,251.806357,-1.951768,176,46,176.366,46.471,1,+32106.9,1.0000,+217.192,D.N.,-11.2665,+0.0073,0,B,28.296341,22.762835,32.847075,16.455053,35.751299,0.000000,14.128791,12.361711,5,5,5,0,8,15,79.04,0,502,4.29,C:\Users\lrf44\Desktop\M12_B.fits
87,251.804880,-1.952071,251.804811,-1.952034,203,41,204.240,41.666,1,+26484.5,1.0000,+366.084,D.N.,-11.0575,+0.0150,0,B,35.412577,26.917210,59.762985,15.400973,91.146443,0.000000,68.887958,33.013058,5,5,5,0,8,15,79.04,0,500,1.48,C:\Users\lrf44\Desktop\M12_B.fits
88,251.788576,-1.951961,251.789298,-1.951752,497,43,483.987,46.766,1,+18158.7,1.0000,+179.575,D.N.,-10.6477,+0.0107,0,B,16.349966,12.208733,22.737798,8.955111,27.515815,0.000000,15.511026,11.954134,5,5,5,0,8,15,79.04,0,502,4.55,C:\Users\lrf44\Desktop\M12_B.fits
89,251.798059,-1.952016,251.798120,-1.952627,326,42,324.909,30.968,1,+32245.6,1.0000,+205.848,D.N.,-11.2712,+0.0069,0,B,17.910900,14.185557,21.963071,11.710762,25.190816,0.000000,12.349296,10.133554,5,5,5,0,8,15,79.04,0,501,11.00,C:\Users\lrf44\Desktop\M12_B.fits
90,251.744989,-1.951905,251.744961,-1.952366,1283,44,1283.511,35.696,1,+801.946,1.0000,+32.3073,D.N.,-7.2604,+0.0437,0,B,6.423628,6.006628,6.435190,5.912698,6.631291,0.000000,1.602313,1.567967,5,5,5,0,8,15,79.04,0,508,13.12,C:\Users\lrf44\Desktop\M12_B.fits
91,251.812477,-1.951905,251.812560,-1.951833,66,44,64.510,45.297,1,+3298.44,1.0000,+101.076,D.N.,-8.7958,+0.0333,0,B,20.832911,15.753716,22.893175,16.264252,24.612264,0.000000,9.045908,8.380073,5,5,5,0,8,15,79.04,0,504,4.45,C:\Users\lrf44\Desktop\M12_B.fits
92,251.804159,-1.951849,251.804809,-1.952034,216,45,204.278,41.669,1,+26484.5,1.0000,+366.084,D.N.,-11.0575,+0.0150,0,B,35.412577,26.917210,59.762985,14.643880,91.146443,0.000000,68.887958,33.013058,5,5,5,0,8,15,79.04,0,500,5.44,C:\Users\lrf44\Desktop\M12_B.fits
93,251.763178,-1.951739,251.763343,-1.951648,955,47,952.037,48.645,1,+1794.36,1.0000,+45.5936,D.N.,-8.1348,+0.0276,0,B,7.701990,7.854458,7.804613,6.418744,7.997579,0.000000,1.747947,1.700146,5,5,5,0,8,15,79.04,0,507,6.29,C:\Users\lrf44\Desktop\M12_B.fits
94,251.812810,-1.951849,251.812561,-1.951832,60,45,64.493,45.309,1,+3336.80,1.0000,+97.0758,D.N.,-8.8083,+0.0316,0,B,20.767887,14.265059,22.910435,16.183767,24.675881,0.000000,9.174898,7.857520,5,5,5,0,8,15,79.04,0,502,4.75,C:\Users\lrf44\Desktop\M12_B.fits
95,251.795785,-1.951739,251.795761,-1.951732,367,47,367.450,47.114,1,+7262.04,1.0000,+91.9235,D.N.,-9.6526,+0.0137,0,B,12.360585,12.333510,13.704375,11.088075,14.652519,0.000000,5.190435,3.467713,5,5,5,0,8,15,79.04,0,497,4.14,C:\Users\lrf44\Desktop\M12_B.fits
96,251.763456,-1.951628,251.763340,-1.951648,950,49,952.083,48.646,1,+1794.36,1.0000,+45.5936,D.N.,-8.1348,+0.0276,0,B,7.701990,7.854458,7.804613,6.428001,7.997579,0.000000,1.747947,1.700146,5,5,5,0,8,15,79.04,0,507,3.95,C:\Users\lrf44\Desktop\M12_B.fits
97,251.789297,-1.951794,251.789293,-1.951752,484,46,484.077,46.766,1,+18158.7,1.0000,+179.575,D.N.,-10.6477,+0.0107,0,B,16.349966,12.208733,22.737798,9.162376,27.515815,0.000000,15.511026,11.954134,5,5,5,0,8,15,79.04,0,502,4.26,C:\Users\lrf44\Desktop\M12_B.fits
98,251.755914,-1.951739,251.755888,-1.951713,1086,47,1086.463,47.466,1,+96.0100,1.0000,+21.0601,D.N.,-4.9558,+0.2382,0,B,6.641237,6.441601,6.916354,6.208817,7.301217,0.000000,2.341530,1.877107,5,5,5,0,8,15,79.04,0,501,3.25,C:\Users\lrf44\Desktop\M12_B.fits
99,251.754583,-1.951628,251.754576,-1.951587,1110,49,1110.127,49.745,1,+1356.21,1.0000,+40.3134,D.N.,-7.8308,+0.0323,0,B,6.431737,6.003042,6.387055,6.176644,6.592584,0.000000,1.634903,1.655198,5,5,5,0,8,15,79.04,0,513,4.17,C:\Users\lrf44\Desktop\M12_B.fits
100,251.753196,-1.951628,251.753174,-1.951573,1135,49,1135.407,49.994,1,+953.483,1.0000,+33.5976,D.N.,-7.4483,+0.0383,0,B,6.001070,6.230807,5.938796,6.101624,6.115568,0.000000,1.461168,1.337111,5,5,5,0,8,15,79.04,0,516,4.47,C:\Users\lrf44\Desktop\M12_B.fits
101,251.746098,-1.951628,251.746077,-1.951600,1263,49,1263.389,49.508,1,+550.532,1.0000,+28.2633,D.N.,-6.8520,+0.0557,0,B,6.416162,5.959281,6.535012,5.944104,6.798189,0.000000,1.875088,1.587878,5,5,5,0,8,15,79.04,0,505,1.52,C:\Users\lrf44\Desktop\M12_B.fits
102,251.724249,-1.951683,251.724177,-1.951633,1657,48,1658.302,48.902,1,+75.7642,1.0000,+17.8219,D.N.,-4.6987,+0.2554,0,B,6.261480,5.376267,6.280372,6.024358,6.521090,0.000000,1.757162,1.568108,5,5,5,0,8,15,79.04,0,508,0.26,C:\Users\lrf44\Desktop\M12_B.fits
103,251.762125,-1.951684,251.762361,-1.951194,974,48,969.738,56.829,1,+1435.45,1.0000,+41.5543,D.N.,-7.8925,+0.0314,0,B,6.957893,6.957433,7.147072,6.232576,7.375695,0.000000,1.823956,1.720314,5,5,5,0,8,15,79.04,0,506,7.51,C:\Users\lrf44\Desktop\M12_B.fits
104,251.757799,-1.951684,251.757761,-1.951656,1052,48,1052.684,48.499,1,+231.173,1.0000,+20.8817,D.N.,-5.9098,+0.0981,0,B,5.989110,5.091903,6.004969,5.849965,6.174298,0.000000,1.437468,1.445169,5,5,5,0,8,15,79.04,0,515,4.41,C:\Users\lrf44\Desktop\M12_B.fits
105,251.715820,-1.951628,251.715801,-1.951567,1809,49,1809.337,50.089,1,+229.362,1.0000,+20.9215,D.N.,-5.9013,+0.0990,0,B,6.036391,6.043937,6.082371,5.221808,6.275560,0.000000,1.546632,1.457103,5,5,5,0,8,15,79.04,0,514,1.44,C:\Users\lrf44\Desktop\M12_B.fits
106,251.785305,-1.951628,251.785291,-1.951582,556,49,556.236,49.836,1,+663.071,1.0000,+42.7177,D.N.,-7.0539,+0.0699,0,B,8.706938,7.936987,10.457345,8.249927,11.597090,0.000000,5.018624,3.432728,5,5,5,0,8,15,79.04,0,502,5.00,C:\Users\lrf44\Desktop\M12_B.fits
107,251.780702,-1.951628,251.780684,-1.951596,639,49,639.328,49.576,1,+1080.17,1.0000,+53.8805,D.N.,-7.5837,+0.0542,0,B,9.410387,8.135859,11.103222,8.085747,12.504239,0.000000,5.756776,4.300050,5,5,5,0,8,15,79.04,0,502,1.34,C:\Users\lrf44\Desktop\M12_B.fits
108,251.764398,-1.951462,251.764389,-1.951403,933,52,933.172,53.063,1,+2212.18,1.0000,+50.1816,D.N.,-8.3620,+0.0246,0,B,6.953412,6.410824,7.178218,6.451408,7.390350,0.000000,1.759696,1.764545,5,5,5,0,8,15,79.04,0,510,4.63,C:\Users\lrf44\Desktop\M12_B.fits
109,251.794066,-1.951628,251.793928,-1.951401,398,49,400.489,53.093,1,+1853.08,1.0000,+62.5548,D.N.,-8.1697,+0.0367,0,B,11.630968,12.222266,13.264267,10.548615,14.528350,0.000000,5.933140,4.572032,5,5,5,0,8,15,79.04,0,503,4.80,C:\Users\lrf44\Desktop\M12_B.fits
110,251.793955,-1.951406,251.793926,-1.951401,400,53,400.528,53.095,1,+1865.37,1.0000,+59.0087,D.N.,-8.1769,+0.0343,0,B,11.463826,12.164128,12.657296,10.483994,13.655291,0.000000,5.129548,4.049447,5,5,5,0,8,15,79.04,0,502,0.92,C:\Users\lrf44\Desktop\M12_B.fits
111,251.779149,-1.951573,251.779141,-1.951413,667,50,667.150,52.879,1,+877.042,1.0000,+34.3440,D.N.,-7.3576,+0.0425,0,B,7.670798,7.277773,7.856642,7.681174,8.116435,0.000000,2.039109,1.751923,5,5,5,0,8,15,79.04,0,503,5.59,C:\Users\lrf44\Desktop\M12_B.fits
112,251.779149,-1.951296,251.779141,-1.951413,667,55,667.147,52.877,1,+877.042,1.0000,+34.3440,D.N.,-7.3576,+0.0425,0,B,7.670798,7.277773,7.856642,7.664739,8.116435,0.000000,2.039109,1.751923,5,5,5,0,8,15,79.04,0,503,5.14,C:\Users\lrf44\Desktop\M12_B.fits
113,251.784362,-1.951517,251.784311,-1.951469,573,51,573.914,51.862,1,+1285.60,1.0000,+45.7427,D.N.,-7.7728,+0.0386,0,B,8.523907,7.797319,10.090373,8.098845,11.166444,0.000000,4.787430,2.860667,5,5,5,0,8,15,79.04,0,502,3.99,C:\Users\lrf44\Desktop\M12_B.fits
114,251.743159,-1.951407,251.743141,-1.951336,1316,53,1316.335,54.273,1,+909.617,1.0000,+33.3151,D.N.,-7.3971,+0.0398,0,B,6.202971,5.117799,6.130380,5.811632,6.289663,0.000000,1.407894,1.428337,5,5,5,0,8,15,79.04,0,513,1.80,C:\Users\lrf44\Desktop\M12_B.fits
115,251.777153,-1.951517,251.777103,-1.951448,703,51,703.901,52.247,1,+463.843,1.0000,+27.3543,D.N.,-6.6659,+0.0640,0,B,7.104312,6.877906,7.306349,7.120894,7.535308,0.000000,1.845225,1.699821,5,5,5,0,8,15,79.04,0,506,0.97,C:\Users\lrf44\Desktop\M12_B.fits
116,251.776931,-1.951407,251.777101,-1.951448,707,53,703.929,52.244,1,+463.843,1.0000,+27.3543,D.N.,-6.6659,+0.0640,0,B,7.104312,6.877906,7.306349,7.074127,7.535308,0.000000,1.845225,1.699821,5,5,5,0,8,15,79.04,0,506,8.06,C:\Users\lrf44\Desktop\M12_B.fits
117,251.769556,-1.951573,251.769296,-1.952083,840,50,844.682,40.788,1,+2742.51,1.0000,+54.7846,D.N.,-8.5954,+0.0217,0,B,7.450605,6.939628,7.631804,6.638912,7.847240,0.000000,1.827957,1.619717,5,5,5,0,8,15,79.04,0,500,7.39,C:\Users\lrf44\Desktop\M12_B.fits
118,251.714378,-1.951406,251.714428,-1.951352,1835,53,1834.104,53.970,1,+1.36624,1.0000,+13.3987,D.N.,-0.3388,+10.6474,0,B,6.060992,6.299786,6.021677,5.287141,6.187213,0.000000,1.423017,1.346639,5,5,5,0,8,15,79.04,0,511,1.95,C:\Users\lrf44\Desktop\M12_B.fits
119,251.714212,-1.951184,251.714361,-1.951320,1838,57,1835.306,54.550,1,-0.583909,1.0000,+13.3219,D.N.,NaN,NaN,0,B,6.087766,5.421651,6.069736,5.254794,6.232928,0.000000,1.418321,1.344044,5,5,5,0,8,15,79.04,0,511,10.55,C:\Users\lrf44\Desktop\M12_B.fits
120,251.772772,-1.951296,251.772741,-1.951282,782,55,782.564,55.242,1,+1458.94,1.0000,+41.0199,D.N.,-7.9101,+0.0305,0,B,7.161804,6.501145,7.208822,6.731415,7.377849,0.000000,1.571746,1.508651,5,5,5,0,8,15,79.04,0,510,3.94,C:\Users\lrf44\Desktop\M12_B.fits
121,251.770720,-1.951407,251.770671,-1.951382,819,53,819.889,53.448,1,+824.746,1.0000,+32.3687,D.N.,-7.2908,+0.0426,0,B,6.681918,5.967819,6.737158,6.658394,6.936651,0.000000,1.653247,1.505098,5,5,5,0,8,15,79.04,0,506,5.44,C:\Users\lrf44\Desktop\M12_B.fits
122,251.762346,-1.951240,251.762357,-1.951194,970,56,969.817,56.832,1,+1435.45,1.0000,+41.5543,D.N.,-7.8925,+0.0314,0,B,6.957893,6.957433,7.147072,6.268636,7.375695,0.000000,1.823956,1.720314,5,5,5,0,8,15,79.04,0,506,4.30,C:\Users\lrf44\Desktop\M12_B.fits
123,251.737226,-1.951296,251.737232,-1.951274,1423,55,1422.885,55.396,1,+189.369,1.0000,+20.4741,D.N.,-5.6933,+0.1174,0,B,6.002044,6.422015,5.974357,5.714988,6.141530,0.000000,1.424574,1.530055,5,5,5,0,8,15,79.04,0,513,4.27,C:\Users\lrf44\Desktop\M12_B.fits
124,251.814695,-1.951350,251.814701,-1.951246,26,54,25.893,55.886,1,+5241.15,1.0000,+152.989,D.N.,-9.2986,+0.0317,0,B,17.710581,12.399040,25.656581,16.158253,32.179863,0.000000,19.443045,13.581668,5,5,5,0,8,15,79.04,0,505,4.85,C:\Users\lrf44\Desktop\M12_B.fits
125,251.791793,-1.951240,251.791739,-1.951164,439,56,439.966,57.363,1,+1271.11,1.0000,+48.0588,D.N.,-7.7605,+0.0410,0,B,9.956171,9.290054,11.855648,9.703036,13.412007,0.000000,6.277290,3.244346,5,5,5,0,8,15,79.04,0,500,4.89,C:\Users\lrf44\Desktop\M12_B.fits
126,251.791682,-1.951018,251.791740,-1.951164,441,60,439.951,57.364,1,+1271.11,1.0000,+48.0588,D.N.,-7.7605,+0.0410,0,B,9.956171,9.290054,11.855648,9.571196,13.412007,0.000000,6.277290,3.244346,5,5,5,0,8,15,79.04,0,500,6.58,C:\Users\lrf44\Desktop\M12_B.fits
127,251.789131,-1.951240,251.789116,-1.951219,487,56,487.262,56.374,1,+2523.75,1.0000,+206.934,D.N.,-8.5051,+0.0890,0,B,13.365567,9.855211,33.627327,9.005418,61.124585,0.000000,51.094311,20.213591,5,5,5,0,8,15,79.04,0,501,4.59,C:\Users\lrf44\Desktop\M12_B.fits
128,251.785027,-1.951240,251.785031,-1.951212,561,56,560.928,56.505,1,+1135.99,1.0000,+53.8315,D.N.,-7.6384,+0.0514,0,B,9.808660,7.258731,11.529808,8.232344,12.715127,0.000000,5.366098,4.229860,5,5,5,0,8,15,79.04,0,505,4.15,C:\Users\lrf44\Desktop\M12_B.fits
129,251.795065,-1.951240,251.795027,-1.951169,380,56,380.672,57.280,1,+2912.14,1.0000,+100.658,D.N.,-8.6605,+0.0375,0,B,14.689420,12.698078,19.521901,10.856970,23.158410,0.000000,12.470627,8.559302,5,5,5,0,8,15,79.04,0,503,4.80,C:\Users\lrf44\Desktop\M12_B.fits
130,251.724693,-1.951240,251.724688,-1.951174,1649,56,1649.097,57.187,1,+184.563,1.0000,+19.7413,D.N.,-5.6654,+0.1161,0,B,6.030862,5.809504,6.048724,5.995736,6.226058,0.000000,1.476817,1.445616,5,5,5,0,8,15,79.04,0,513,0.26,C:\Users\lrf44\Desktop\M12_B.fits
131,251.773826,-1.951129,251.773772,-1.951114,763,58,763.958,58.287,1,+291.203,1.0000,+29.9038,D.N.,-6.1605,+0.1115,0,B,7.746285,6.718802,8.502526,6.768753,9.207527,0.000000,3.537050,2.471222,5,5,5,0,8,15,79.04,0,498,33.60,C:\Users\lrf44\Desktop\M12_B.fits
132,251.763123,-1.951185,251.763340,-1.951648,956,57,952.078,48.644,1,+1794.36,1.0000,+45.5936,D.N.,-8.1348,+0.0276,0,B,7.701990,7.854458,7.804613,6.406450,7.997579,0.000000,1.747947,1.700146,5,5,5,0,8,15,79.04,0,507,9.23,C:\Users\lrf44\Desktop\M12_B.fits
133,251.734453,-1.951185,251.734418,-1.951125,1473,57,1473.631,58.084,1,+78.5741,1.0000,+17.7066,D.N.,-4.7382,+0.2447,0,B,5.995771,5.106997,6.063314,6.266550,6.271985,0.000000,1.605953,1.545558,5,5,5,0,8,15,79.04,0,508,0.26,C:\Users\lrf44\Desktop\M12_B.fits
134,251.809815,-1.951018,251.809807,-1.950968,114,60,114.156,60.902,1,+25762.3,1.0000,+212.636,D.N.,-11.0275,+0.0090,0,B,28.452336,23.567473,33.365399,17.298174,36.267479,0.000000,14.229558,14.057464,5,5,5,0,8,15,79.04,0,506,4.66,C:\Users\lrf44\Desktop\M12_B.fits
135,251.798336,-1.951129,251.798294,-1.951059,321,58,321.763,59.257,1,+3114.72,1.0000,+78.3319,D.N.,-8.7335,+0.0273,0,B,13.450697,10.517087,15.431453,12.137833,16.483006,0.000000,5.798891,5.532421,5,5,5,0,8,15,79.04,0,499,4.52,C:\Users\lrf44\Desktop\M12_B.fits
136,251.786635,-1.951074,251.786657,-1.951057,532,59,531.604,59.312,1,+1456.06,1.0000,+72.5272,D.N.,-7.9079,+0.0541,0,B,8.691782,8.751428,17.963708,8.497016,36.296647,0.000000,31.571022,6.214217,5,5,5,0,8,15,79.04,0,504,37.74,C:\Users\lrf44\Desktop\M12_B.fits
137,251.734675,-1.951185,251.734419,-1.951125,1469,57,1473.602,58.085,1,+78.6708,1.0000,+17.7094,D.N.,-4.7395,+0.2444,0,B,5.995771,5.106997,6.063314,6.222150,6.271985,0.000000,1.605953,1.545558,5,5,5,0,8,15,79.04,0,508,3.44,C:\Users\lrf44\Desktop\M12_B.fits
138,251.808318,-1.951073,251.808257,-1.951097,141,59,142.106,58.569,1,+3541.12,1.0000,+201.756,D.N.,-8.8729,+0.0619,0,B,30.477741,18.248937,35.811810,17.332443,39.971648,0.000000,17.772799,19.426999,5,5,5,0,8,15,79.04,0,505,0.78,C:\Users\lrf44\Desktop\M12_B.fits
139,251.795397,-1.951074,251.795024,-1.951168,374,59,380.734,57.293,1,+2922.85,1.0000,+100.711,D.N.,-8.6645,+0.0374,0,B,14.689420,12.698078,19.521901,10.988809,23.158410,0.000000,12.470627,8.559302,5,5,5,0,8,15,79.04,0,503,4.46,C:\Users\lrf44\Desktop\M12_B.fits
140,251.788798,-1.951018,251.789117,-1.951219,493,60,487.247,56.378,1,+2523.75,1.0000,+206.934,D.N.,-8.5051,+0.0890,0,B,13.365567,9.855211,33.627327,8.894014,61.124585,0.000000,51.094311,20.213591,5,5,5,0,8,15,79.04,0,501,4.65,C:\Users\lrf44\Desktop\M12_B.fits
141,251.718260,-1.950963,251.718316,-1.950506,1765,61,1764.000,69.239,1,+1560.59,1.0000,+42.4947,D.N.,-7.9832,+0.0296,0,B,6.265841,6.016112,6.332211,5.550076,6.559147,0.000000,1.712099,1.578946,5,5,5,0,8,15,79.04,0,508,NaN,C:\Users\lrf44\Desktop\M12_B.fits
142,251.746542,-1.950908,251.746502,-1.950865,1255,62,1255.719,62.766,1,+348.363,1.0000,+28.6869,D.N.,-6.3551,+0.0894,0,B,6.608281,6.647882,7.393753,5.969837,8.219698,0.000000,3.594676,2.193151,5,5,5,0,8,15,79.04,0,500,1.65,C:\Users\lrf44\Desktop\M12_B.fits
143,251.763345,-1.950852,251.763289,-1.950859,952,63,953.009,62.876,1,+174.229,1.0000,+26.8684,D.N.,-5.6028,+0.1674,0,B,7.658013,6.784513,8.694629,6.399382,9.807155,0.000000,4.541445,2.357424,5,5,5,0,8,15,79.04,0,503,4.52,C:\Users\lrf44\Desktop\M12_B.fits
144,251.755248,-1.950797,251.755202,-1.950753,1098,64,1098.836,64.799,1,+705.182,1.0000,+30.7925,D.N.,-7.1208,+0.0474,0,B,6.450261,7.324297,6.545574,6.204600,6.798457,0.000000,1.838783,1.572096,5,5,5,0,8,15,79.04,0,509,4.96,C:\Users\lrf44\Desktop\M12_B.fits
145,251.751145,-1.950742,251.751129,-1.950715,1172,65,1172.274,65.483,1,+694.763,1.0000,+29.4784,D.N.,-7.1046,+0.0461,0,B,5.968148,5.113125,5.921982,5.984707,6.085341,0.000000,1.401910,1.331394,5,5,5,0,8,15,79.04,0,510,4.34,C:\Users\lrf44\Desktop\M12_B.fits
146,251.718316,-1.950575,251.718314,-1.950506,1764,68,1764.036,69.239,1,+1560.59,1.0000,+42.4947,D.N.,-7.9832,+0.0296,0,B,6.265841,6.016112,6.332211,5.543069,6.559147,0.000000,1.712099,1.578946,5,5,5,0,8,15,79.04,0,508,4.57,C:\Users\lrf44\Desktop\M12_B.fits
147,251.812921,-1.950796,251.812885,-1.950741,58,64,58.643,65.000,1,+14282.1,1.0000,+174.619,D.N.,-10.3870,+0.0133,0,B,24.137936,17.850776,28.625397,16.285326,31.575993,0.000000,13.340953,12.835078,5,5,5,0,8,15,79.04,0,507,4.70,C:\Users\lrf44\Desktop\M12_B.fits
148,251.767060,-1.950742,251.767026,-1.950758,885,65,885.611,64.699,1,+273.147,1.0000,+22.9771,D.N.,-6.0910,+0.0913,0,B,6.340512,5.447528,6.397087,6.387105,6.589892,0.000000,1.583963,1.607954,5,5,5,0,8,15,79.04,0,503,0.28,C:\Users\lrf44\Desktop\M12_B.fits
149,251.720312,-1.950686,251.720266,-1.950657,1728,66,1728.825,66.508,1,+826.921,1.0000,+32.5849,D.N.,-7.2937,+0.0428,0,B,6.254041,6.901266,6.188675,6.028914,6.380634,0.000000,1.554841,1.545838,5,5,5,0,8,15,79.04,0,510,4.61,C:\Users\lrf44\Desktop\M12_B.fits
150,251.792403,-1.950741,251.792417,-1.950759,428,65,427.738,64.679,1,+1702.97,1.0000,+60.4952,D.N.,-8.0780,+0.0386,0,B,10.805003,9.099715,12.540834,9.751701,13.710411,0.000000,5.546565,4.453255,5,5,5,0,8,15,79.04,0,500,4.18,C:\Users\lrf44\Desktop\M12_B.fits
151,251.773437,-1.950741,251.773475,-1.950658,770,65,769.315,66.500,1,+933.165,1.0000,+35.2878,D.N.,-7.4249,+0.0411,0,B,7.238631,5.940578,7.512996,6.675803,7.805058,0.000000,2.117251,1.779134,5,5,5,0,8,15,79.04,0,502,1.18,C:\Users\lrf44\Desktop\M12_B.fits
152,251.805490,-1.950686,251.805332,-1.950647,192,66,194.847,66.701,1,+4881.36,1.0000,+126.783,D.N.,-9.2214,+0.0282,0,B,22.498133,18.296050,26.839591,16.075127,30.097059,0.000000,13.632296,10.655014,5,5,5,0,8,15,79.04,0,502,3.82,C:\Users\lrf44\Desktop\M12_B.fits
153,251.795009,-1.950741,251.794963,-1.950461,381,65,381.828,70.064,1,+2372.53,1.0000,+98.9537,D.N.,-8.4380,+0.0453,0,B,14.328595,12.384894,18.671828,10.830531,21.728127,0.000000,11.122986,8.674986,5,5,5,0,8,15,79.04,0,502,6.35,C:\Users\lrf44\Desktop\M12_B.fits
154,251.795009,-1.950464,251.794960,-1.950461,381,70,381.886,70.063,1,+2372.53,1.0000,+98.9537,D.N.,-8.4380,+0.0453,0,B,14.328595,12.384894,18.671828,10.721432,21.728127,0.000000,11.122986,8.674986,5,5,5,0,8,15,79.04,0,502,5.00,C:\Users\lrf44\Desktop\M12_B.fits
155,251.750146,-1.950520,251.750107,-1.950483,1190,69,1190.717,69.664,1,+796.545,1.0000,+31.1203,D.N.,-7.2530,+0.0424,0,B,5.987091,6.193684,6.010364,5.978955,6.157273,0.000000,1.338294,1.323136,5,5,5,0,8,15,79.04,0,512,4.48,C:\Users\lrf44\Desktop\M12_B.fits
156,251.805213,-1.950630,251.805331,-1.950647,197,67,194.859,66.703,1,+4881.36,1.0000,+126.783,D.N.,-9.2214,+0.0282,0,B,22.498133,18.296050,26.839591,15.811036,30.097059,0.000000,13.632296,10.655014,5,5,5,0,8,15,79.04,0,502,5.80,C:\Users\lrf44\Desktop\M12_B.fits
157,251.786081,-1.950464,251.786040,-1.950436,542,70,542.738,70.516,1,+25608.9,1.0000,+172.349,D.N.,-11.0210,+0.0073,0,B,14.764112,11.844974,17.387760,8.411639,19.564504,0.000000,8.977591,6.441116,5,5,5,0,8,15,79.04,0,499,4.06,C:\Users\lrf44\Desktop\M12_B.fits
158,251.782255,-1.950686,251.781436,-1.950372,611,66,625.758,71.659,1,+112479,1.0000,+363.528,D.N.,-12.6277,+0.0035,0,B,25.072017,15.727257,29.495745,8.077415,33.023335,0.000000,14.865342,14.137403,5,5,5,0,8,15,79.04,0,506,11.89,C:\Users\lrf44\Desktop\M12_B.fits
159,251.718704,-1.950575,251.718316,-1.950506,1757,68,1763.999,69.239,1,+1560.59,1.0000,+42.4947,D.N.,-7.9832,+0.0296,0,B,6.265841,6.016112,6.332211,5.634624,6.559147,0.000000,1.712099,1.578946,5,5,5,0,8,15,79.04,0,508,4.35,C:\Users\lrf44\Desktop\M12_B.fits
160,251.773659,-1.950575,251.773476,-1.950658,766,68,769.302,66.499,1,+925.367,1.0000,+35.1389,D.N.,-7.4158,+0.0412,0,B,7.325828,7.377717,7.568849,6.704663,7.881734,0.000000,2.200886,1.771448,5,5,5,0,8,15,79.04,0,502,7.33,C:\Users\lrf44\Desktop\M12_B.fits
161,251.740997,-1.950520,251.741027,-1.950459,1355,69,1354.450,70.096,1,+380.273,1.0000,+33.5821,D.N.,-6.4502,+0.0959,0,B,6.866850,6.020454,8.085569,5.569354,9.243204,0.000000,4.483325,2.755141,5,5,5,0,8,15,79.04,0,505,16.00,C:\Users\lrf44\Desktop\M12_B.fits
162,251.775988,-1.950464,251.776004,-1.950459,724,70,723.708,70.091,1,+678.576,1.0000,+30.2565,D.N.,-7.0790,+0.0484,0,B,7.236978,6.649325,7.390249,6.918271,7.649218,0.000000,1.975470,1.550982,5,5,5,0,8,15,79.04,0,505,0.26,C:\Users\lrf44\Desktop\M12_B.fits
163,251.746930,-1.950409,251.746919,-1.950370,1248,71,1248.195,71.696,1,+850.191,1.0000,+33.9023,D.N.,-7.3238,+0.0433,0,B,6.196948,6.392549,6.413687,5.953970,6.729559,0.000000,2.039567,1.742686,5,5,5,0,8,15,79.04,0,504,1.38,C:\Users\lrf44\Desktop\M12_B.fits
164,251.705173,-1.950519,251.705145,-1.950497,2001,69,2001.511,69.403,1,+82.5481,1.0000,+17.3174,D.N.,-4.7918,+0.2278,0,B,5.953425,5.972214,5.834318,6.028553,6.024884,0.000000,1.504785,1.487664,5,5,5,0,8,15,79.04,0,512,4.59,C:\Users\lrf44\Desktop\M12_B.fits
165,251.807265,-1.950519,251.809205,-1.950444,160,69,159.036,70.365,1,+3279.13,1.0000,+99.5006,D.N.,-8.7894,+0.0329,0,B,18.773468,17.295716,21.961497,16.762800,24.107006,0.000000,9.951747,8.196765,5,5,5,0,8,15,79.04,0,503,1.39,C:\Users\lrf44\Desktop\M12_B.fits
166,251.789963,-1.950409,251.789924,-1.950381,472,71,472.701,71.506,1,+1802.63,1.0000,+48.1967,D.N.,-8.1398,+0.0290,0,B,10.337337,9.265851,10.775250,8.989607,11.105226,0.000000,2.689683,2.298167,5,5,5,0,8,15,79.04,0,504,4.72,C:\Users\lrf44\Desktop\M12_B.fits
